Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2019","2019","7021","Annual value","USD","529","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1121","Meat live weight, horse","2019","2019","7021","Annual value","USD","871","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2019","2019","7021","Annual value","USD","1993","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2019","2019","7021","Annual value","USD","778","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1130","Milk, whole fresh camel","2019","2019","7021","Annual value","USD","1143","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2019","2019","7021","Annual value","USD","429","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1020","Milk, whole fresh goat","2019","2019","7021","Annual value","USD","584","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","982","Milk, whole fresh sheep","2019","2019","7021","Annual value","USD","556","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","75","Oats","2019","2019","7021","Annual value","USD","208","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","403","Onions, dry","2019","2019","7021","Annual value","USD","751","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","116","Potatoes","2019","2019","7021","Annual value","USD","144","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","15","Wheat","2019","2019","7021","Annual value","USD","259","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","44","Barley","2020","2020","7021","Annual value","USD","378","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2020","2020","7021","Annual value","USD","472","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2020","2020","7021","Annual value","USD","495","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2020","2020","7021","Annual value","USD","906","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","406","Garlic","2020","2020","7021","Annual value","USD","2591","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1182","Honey, natural","2020","2020","7021","Annual value","USD","7682","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1138","Meat live weight, camel","2020","2020","7021","Annual value","USD","830","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2020","2020","7021","Annual value","USD","1263","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2020","2020","7021","Annual value","USD","606","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1121","Meat live weight, horse","2020","2020","7021","Annual value","USD","742","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2020","2020","7021","Annual value","USD","2068","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2020","2020","7021","Annual value","USD","889","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1130","Milk, whole fresh camel","2020","2020","7021","Annual value","USD","1101","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2020","2020","7021","Annual value","USD","583","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","1020","Milk, whole fresh goat","2020","2020","7021","Annual value","USD","804","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","982","Milk, whole fresh sheep","2020","2020","7021","Annual value","USD","804","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","75","Oats","2020","2020","7021","Annual value","USD","234","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","403","Onions, dry","2020","2020","7021","Annual value","USD","752","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","116","Potatoes","2020","2020","7021","Annual value","USD","147","","Official data"
"PP","Producer Prices","141","Mongolia","5532","Producer Price (USD/tonne)","15","Wheat","2020","2020","7021","Annual value","USD","268","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","403","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","526","Apricots","2018","2018","7021","Annual value","USD","415","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","366","Artichokes","2018","2018","7021","Annual value","USD","321","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","572","Avocados","2018","2018","7021","Annual value","USD","1447","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","486","Bananas","2018","2018","7021","Annual value","USD","555","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","202","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","176","Beans, dry","2018","2018","7021","Annual value","USD","1114","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","2018","2018","7021","Annual value","USD","464","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","7021","Annual value","USD","176","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","7021","Annual value","USD","167","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","226","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","531","Cherries","2018","2018","7021","Annual value","USD","723","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","191","Chick peas","2018","2018","7021","Annual value","USD","1270","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2018","2018","7021","Annual value","USD","295","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2018","2018","7021","Annual value","USD","213","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2018","2018","7021","Annual value","USD","207","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","569","Figs","2018","2018","7021","Annual value","USD","610","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","560","Grapes","2018","2018","7021","Annual value","USD","447","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2018","2018","7021","Annual value","USD","1023","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","497","Lemons and limes","2018","2018","7021","Annual value","USD","341","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","201","Lentils","2018","2018","7021","Annual value","USD","952","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","297","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","318","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","260","Olives","2018","2018","7021","Annual value","USD","572","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","146","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2018","2018","7021","Annual value","USD","170","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","490","Oranges","2018","2018","7021","Annual value","USD","255","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2018","2018","7021","Annual value","USD","465","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","521","Pears","2018","2018","7021","Annual value","USD","746","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","187","Peas, dry","2018","2018","7021","Annual value","USD","584","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","417","Peas, green","2018","2018","7021","Annual value","USD","385","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","574","Pineapples","2018","2018","7021","Annual value","USD","1512","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","536","Plums and sloes","2018","2018","7021","Annual value","USD","447","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","116","Potatoes","2018","2018","7021","Annual value","USD","229","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","523","Quinces","2018","2018","7021","Annual value","USD","265","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","376","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","544","Strawberries","2018","2018","7021","Annual value","USD","708","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","423","String beans","2018","2018","7021","Annual value","USD","437","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","267","Sunflower seed","2018","2018","7021","Annual value","USD","512","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2018","2018","7021","Annual value","USD","151","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","7021","Annual value","USD","217","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","420","Vegetables, leguminous nes","2018","2018","7021","Annual value","USD","258","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","567","Watermelons","2018","2018","7021","Annual value","USD","147","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","254","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","515","Apples","2019","2019","7021","Annual value","USD","437","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","526","Apricots","2019","2019","7021","Annual value","USD","364","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","366","Artichokes","2019","2019","7021","Annual value","USD","270","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","572","Avocados","2019","2019","7021","Annual value","USD","1622","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","486","Bananas","2019","2019","7021","Annual value","USD","446","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","44","Barley","2019","2019","7021","Annual value","USD","207","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","176","Beans, dry","2019","2019","7021","Annual value","USD","855","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","2019","2019","7021","Annual value","USD","437","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2019","2019","7021","Annual value","USD","148","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2019","2019","7021","Annual value","USD","182","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2019","2019","7021","Annual value","USD","189","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","531","Cherries","2019","2019","7021","Annual value","USD","740","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","191","Chick peas","2019","2019","7021","Annual value","USD","1105","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2019","2019","7021","Annual value","USD","248","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2019","2019","7021","Annual value","USD","196","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2019","2019","7021","Annual value","USD","175","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","569","Figs","2019","2019","7021","Annual value","USD","550","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","560","Grapes","2019","2019","7021","Annual value","USD","378","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2019","2019","7021","Annual value","USD","1014","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","497","Lemons and limes","2019","2019","7021","Annual value","USD","284","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","201","Lentils","2019","2019","7021","Annual value","USD","732","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","56","Maize","2019","2019","7021","Annual value","USD","316","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","75","Oats","2019","2019","7021","Annual value","USD","310","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","260","Olives","2019","2019","7021","Annual value","USD","468","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2019","2019","7021","Annual value","USD","244","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","490","Oranges","2019","2019","7021","Annual value","USD","139","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2019","2019","7021","Annual value","USD","403","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","521","Pears","2019","2019","7021","Annual value","USD","591","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","187","Peas, dry","2019","2019","7021","Annual value","USD","536","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","417","Peas, green","2019","2019","7021","Annual value","USD","413","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","536","Plums and sloes","2019","2019","7021","Annual value","USD","440","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","116","Potatoes","2019","2019","7021","Annual value","USD","217","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","523","Quinces","2019","2019","7021","Annual value","USD","298","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","83","Sorghum","2019","2019","7021","Annual value","USD","387","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","544","Strawberries","2019","2019","7021","Annual value","USD","690","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","423","String beans","2019","2019","7021","Annual value","USD","437","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","267","Sunflower seed","2019","2019","7021","Annual value","USD","579","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2019","2019","7021","Annual value","USD","167","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","388","Tomatoes","2019","2019","7021","Annual value","USD","240","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","420","Vegetables, leguminous nes","2019","2019","7021","Annual value","USD","277","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","567","Watermelons","2019","2019","7021","Annual value","USD","189","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","15","Wheat","2019","2019","7021","Annual value","USD","243","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","515","Apples","2020","2020","7021","Annual value","USD","394","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","526","Apricots","2020","2020","7021","Annual value","USD","460","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","366","Artichokes","2020","2020","7021","Annual value","USD","326","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","367","Asparagus","2020","2020","7021","Annual value","USD","190","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","572","Avocados","2020","2020","7021","Annual value","USD","1685","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","486","Bananas","2020","2020","7021","Annual value","USD","505","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","44","Barley","2020","2020","7021","Annual value","USD","247","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","176","Beans, dry","2020","2020","7021","Annual value","USD","973","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","2020","2020","7021","Annual value","USD","460","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2020","2020","7021","Annual value","USD","190","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2020","2020","7021","Annual value","USD","190","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2020","2020","7021","Annual value","USD","221","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","531","Cherries","2020","2020","7021","Annual value","USD","790","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","191","Chick peas","2020","2020","7021","Annual value","USD","847","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2020","2020","7021","Annual value","USD","253","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2020","2020","7021","Annual value","USD","200","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2020","2020","7021","Annual value","USD","179","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","569","Figs","2020","2020","7021","Annual value","USD","627","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","560","Grapes","2020","2020","7021","Annual value","USD","432","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2020","2020","7021","Annual value","USD","1032","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","497","Lemons and limes","2020","2020","7021","Annual value","USD","342","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","201","Lentils","2020","2020","7021","Annual value","USD","714","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","56","Maize","2020","2020","7021","Annual value","USD","326","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","75","Oats","2020","2020","7021","Annual value","USD","314","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","260","Olives","2020","2020","7021","Annual value","USD","552","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2020","2020","7021","Annual value","USD","253","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","490","Oranges","2020","2020","7021","Annual value","USD","279","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2020","2020","7021","Annual value","USD","411","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","521","Pears","2020","2020","7021","Annual value","USD","588","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","187","Peas, dry","2020","2020","7021","Annual value","USD","649","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","417","Peas, green","2020","2020","7021","Annual value","USD","432","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","536","Plums and sloes","2020","2020","7021","Annual value","USD","453","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","116","Potatoes","2020","2020","7021","Annual value","USD","221","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","523","Quinces","2020","2020","7021","Annual value","USD","305","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","83","Sorghum","2020","2020","7021","Annual value","USD","400","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","544","Strawberries","2020","2020","7021","Annual value","USD","684","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","423","String beans","2020","2020","7021","Annual value","USD","432","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","267","Sunflower seed","2020","2020","7021","Annual value","USD","600","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2020","2020","7021","Annual value","USD","298","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","388","Tomatoes","2020","2020","7021","Annual value","USD","253","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","420","Vegetables, leguminous nes","2020","2020","7021","Annual value","USD","284","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","567","Watermelons","2020","2020","7021","Annual value","USD","179","","Official data"
"PP","Producer Prices","143","Morocco","5532","Producer Price (USD/tonne)","15","Wheat","2020","2020","7021","Annual value","USD","271","","Official data"
"PP","Producer Prices","144","Mozambique","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2018","2018","7021","Annual value","USD","1989","","Official data"
"PP","Producer Prices","144","Mozambique","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2018","2018","7021","Annual value","USD","2354","","Official data"
"PP","Producer Prices","144","Mozambique","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2018","2018","7021","Annual value","USD","1658","","Official data"
"PP","Producer Prices","144","Mozambique","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2018","2018","7021","Annual value","USD","1359","","Official data"
"PP","Producer Prices","144","Mozambique","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2018","2018","7021","Annual value","USD","1823","","Official data"
"PP","Producer Prices","147","Namibia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","365","","Official data"
"PP","Producer Prices","147","Namibia","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2018","2018","7021","Annual value","USD","2333","","Official data"
"PP","Producer Prices","147","Namibia","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2018","2018","7021","Annual value","USD","1665","","Official data"
"PP","Producer Prices","147","Namibia","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2018","2018","7021","Annual value","USD","2040","","Official data"
"PP","Producer Prices","147","Namibia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","7021","Annual value","USD","3084","","Official data"
"PP","Producer Prices","147","Namibia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","7021","Annual value","USD","2601","","Official data"
"PP","Producer Prices","147","Namibia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","7021","Annual value","USD","3317","","Official data"
"PP","Producer Prices","147","Namibia","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","7021","Annual value","USD","395","","Official data"
"PP","Producer Prices","147","Namibia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","345","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","926","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","486","Bananas","2018","2018","7021","Annual value","USD","427","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","303","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2504","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","406","Garlic","2018","2018","7021","Annual value","USD","903","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","720","Ginger","2018","2018","7021","Annual value","USD","387","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","780","Jute","2018","2018","7021","Annual value","USD","494","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","497","Lemons and limes","2018","2018","7021","Annual value","USD","648","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","201","Lentils","2018","2018","7021","Annual value","USD","758","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","246","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2018","2018","7021","Annual value","USD","493","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","947","Meat, buffalo","2018","2018","7021","Annual value","USD","2113","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","7021","Annual value","USD","2133","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","7021","Annual value","USD","4532","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","7021","Annual value","USD","2116","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","951","Milk, whole fresh buffalo","2018","2018","7021","Annual value","USD","560","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2018","2018","7021","Annual value","USD","510","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","7021","Annual value","USD","312","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","292","Mustard seed","2018","2018","7021","Annual value","USD","852","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","496","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","490","Oranges","2018","2018","7021","Annual value","USD","590","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","600","Papayas","2018","2018","7021","Annual value","USD","340","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","521","Pears","2018","2018","7021","Annual value","USD","214","","Official data"
